year,title
2012,Nonparanormal Belief Propagation (NPNBP)
2012,Learning Probability Measures with respect to Optimal Transport Metrics
2012,Continuous Relaxations for Discrete Hamiltonian Monte Carlo
2012,Multiple Operator-valued Kernel Learning
2012,Augmented-SVM: Automatic space partitioning for combining multiple non-linear dynamics
2012,Identifiability and Unmixing of Latent Parse Trees
2012,Recognizing Activities by Attribute Dynamics
2012,Active Learning of Model Evidence Using Bayesian Quadrature
2012,Why MCA? Nonlinear sparse coding with spike-and-slab prior for neurally plausible image encoding
2012,Topic-Partitioned Multinetwork Embeddings
1991,A Contrast Sensitive Silicon Retina with Reciprocal Synapses
2012,Priors for Diversity in Generative Latent Variable Models
2012,Unsupervised Structure Discovery for Semantic Analysis of Audio
2012,Learning Partially Observable Models Using Temporally Abstract Decision Trees
2012,Accelerated Training for Matrix-norm Regularization: A Boosting Approach
2012,Mirror Descent Meets Fixed Share (and feels no regret)
2012,Statistical Consistency of Ranking Methods in A Rank-Differentiable Probability Space
2012,Online Regret Bounds for Undiscounted Continuous Reinforcement Learning
2012,Entropy Estimations Using Correlated Symmetric Stable Random Projections
2012,Cardinality Restricted Boltzmann Machines
2012,Probabilistic Low-Rank Subspace Clustering
1991,Network generalization for production: Learning and producing styled letterforms
2012,Rational inference of relative preferences
2012,Bayesian Probabilistic Co-Subspace Addition
2012,Context-Sensitive Decision Forests for Object Detection
2012,Ancestor Sampling for Particle Gibbs
2012,Feature Clustering for Accelerating Parallel Coordinate Descent
2012,Perfect Dimensionality Recovery by Variational Bayesian PCA
2012,Confusion-Based Online Learning and a Passive-Aggressive Scheme
2012,Augment-and-Conquer Negative Binomial Processes
2012,Multiclass Learning Approaches: A Theoretical Comparison with Implications
2012,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems
1991,Operators and curried functions: Training and analysis of simple recurrent networks
2012,Analyzing 3D Objects in Cluttered Images
2012,A mechanistic model of early sensory processing based on subtracting sparse representations
2012,Multiresolution Gaussian Processes
2012,Multimodal Learning with Deep Boltzmann Machines
2012,Generalization Bounds for Domain Adaptation
2012,Regularized Off-Policy TD-Learning
2012,Image Denoising and Inpainting with Deep Neural Networks
2012,Large Scale Distributed Deep Networks
2012,Semi-Crowdsourced Clustering: Generalizing Crowd Labeling by Robust Distance Metric Learning
2012,Selecting Diverse Features via Spectral Regularization
1991,Statistical Reliability of a Blowfly Movement-Sensitive Neuron
2012,Towards a learning-theoretic analysis of spike-timing dependent plasticity
2012,Shifting Weights: Adapting Object Detectors from Image to Video
2012,Submodular-Bregman and the Lov?sz-Bregman Divergences with Applications
2012,Robustness and risk-sensitivity in Markov decision processes
2012,"Neuronal Spike Generation Mechanism as an Oversampling, Noise-shaping A-to-D converter"
2012,Coding efficiency and detectability of rate fluctuations with non-Poisson neuronal firing
2012,Mixing Properties of Conditional Markov Chains with Unbounded Feature Functions
2012,Spectral Learning of General Weighted Automata via Constrained Matrix Completion
2012,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model
2012,On the Sample Complexity of Robust PCA
1987,Hierarchical Learning Control - An Approach with Neuron-Like Associative Memories
1991,Repeat Until Bored: A Pattern Selection Strategy
2012,Collaborative Gaussian Processes for Preference Learning
2012,Iterative ranking from pair-wise comparisons
2012,Probabilistic n-Choose-k Models for Classification and Ranking
2012,The topographic unsupervised learning of natural sounds in the auditory cortex
2012,Deep Representations and Codes for Image Auto-Annotation
2012,Finding Exemplars from Pairwise Dissimilarities via Simultaneous Sparse Recovery
2012,Locally Uniform Comparison Image Descriptor
2012,Expectation Propagation in Gaussian Process Dynamical Systems
2012,Graphical Gaussian Vector for Image Categorization
2012,No-Regret Algorithms for Unconstrained Online Convex Optimization
1991,CCD Neural Network Processors for Pattern Recognition
2012,Q-MKL: Matrix-induced Regularization in Multi-Kernel Learning with Applications to Neuroimaging
2012,Persistent Homology for Learning Densities with Bounded Support
2012,Timely Object Recognition
2012,Scaled Gradients on Grassmann Manifolds for Matrix Completion
2012,Unsupervised Template Learning for Fine-Grained Object Recognition
2012,How They Vote: Issue-Adjusted Models of Legislative Behavior
2012,Topology Constraints in Graphical Models
2012,Searching for objects driven by context
2012,Analog readout for optical reservoir computers
2012,"Burn-in, bias, and the rationality of anchoring"
1991,Competitive Anti-Hebbian Learning of Invariants
2012,Multiresolution analysis on the symmetric group
2012,Algorithms for Learning Markov Field Policies
2012,Assessing Blinding in Clinical Trials
2012,Density Propagation and Improved Bounds on the Partition Function
2012,Adaptive Learning of Smoothing Functions: Application to Electricity Load Forecasting
2012,Local Supervised Learning through Space Partitioning
2012,Convergence and Energy Landscape for Cheeger Cut Clustering
2012,Optimal kernel choice for large-scale two-sample tests
2012,Communication-Efficient Algorithms for Statistical Optimization
2012,Multi-Stage Multi-Task Feature Learning
1991,Constructing Proofs in Symmetric Networks
2012,Deep Learning of Invariant Features via Simulated Fixations in Video
2012,Clustering Aggregation as Maximum-Weight Independent Set
2012,Pointwise Tracking the Optimal Regression Function
2012,Fast Resampling Weighted v-Statistics
2012,Diffusion Decision Making for Adaptive k-Nearest Neighbor Classification
2012,Random Utility Theory for Social Choice
2012,Minimizing Sparse High-Order Energies by Submodular Vertex-Cover
2012,Nonparametric Bayesian Inverse Reinforcement Learning for Multiple Reward Functions
2012,Spiking and saturating dendrites differentially expand single neuron computation capacity
2012,Clustering Sparse Graphs
1991,Learning in the Vestibular System: Simulations of Vestibular Compensation Using Recurrent Back-Propagation
2012,Proximal Newton-type methods for convex optimization
2012,Deep Neural Networks Segment Neuronal Membranes in Electron Microscopy Images
2012,Efficient and direct estimation of a neural subunit model for sensory coding
2012,The Coloured Noise Expansion and Parameter Estimation of Diffusion Processes
2012,A latent factor model for highly multi-relational data
2012,A Scalable CUR Matrix Decomposition Algorithm: Lower Time Complexity and Tighter Bound
2012,MCMC for continuous-time discrete-state systems
2012,Learning with Recursive Perceptual Representations
2012,Automatic Feature Induction for Stagewise Collaborative Filtering
2012,From Deformations to Parts: Motion-based Segmentation of 3D Objects
1991,Recurrent Networks and NARMA Modeling
2012,Learning optimal spike-based representations
2012,Bayesian Hierarchical Reinforcement Learning
2012,Risk-Aversion in Multi-armed Bandits
2012,Convergence Rate Analysis of MAP Coordinate Minimization Algorithms
2012,Approximating Equilibria in Sequential Auctions with Incomplete Information and Multi-Unit Demand
2012,Symbolic Dynamic Programming for Continuous State and Observation POMDPs
2012,Online allocation and homogeneous partitioning for piecewise constant mean-approximation
2012,"Natural Images, Gaussian Mixtures and Dead Leaves"
2012,A lattice filter model of the visual pathway
1991,Generalization Performance in PARSEC - A Structured Connectionist Parsing Architecture
2012,Semantic Kernel Forests from Multiple Taxonomies
2012,Human memory search as a random walk in a semantic network
2012,Tractable Objectives for Robust Policy Optimization
2012,Nonconvex Penalization Using Laplace Exponents and Concave Conjugates
2012,Multiclass Learning with Simplex Coding
2012,Globally Convergent Dual MAP LP Relaxation Solvers using Fenchel-Young Margins
2012,Fast Variational Inference in the Conjugate Exponential Family
2012,Efficient Bayes-Adaptive Reinforcement Learning using Sample-Based Search
2012,Exponential Concentration for Mutual Information Estimation with Application to Forests
2012,Learning to Align from Scratch
1991,A Parallel Analog CCD/CMOS Signal Processor
2012,Dynamical And-Or Graph Learning for Object Shape Modeling and Detection
2012,Identification of Recurrent Patterns in the Activation of Brain Networks
2012,Scaling MPE Inference for Constrained Continuous Markov Random Fields with Consensus Optimization
2012,Convolutional-Recursive Deep Learning for 3D Object Classification
2012,A Generative Model for Parts-based Object Segmentation
2012,A P300 BCI for the Masses: Prior Information Enables Instant Unsupervised Spelling
2012,Delay Compensation with Dynamical Synapses
2012,Learning Manifolds with K-Means and K-Flats
2012,One Permutation Hashing
2012,The variational hierarchical EM algorithm for clustering hidden Markov models
1991,A comparison between a neural network model for the formation of brain maps and experimental data
2012,Hierarchical spike coding of sound
2012,Volume Regularization for Binary Classification
2012,Scalable imputation of genetic data with a discrete fragmentation-coagulation process
2012,"Optimal Neural Tuning Curves for Arbitrary Stimulus Distributions: Discrimax, Infomax and Minimum"
2012,Factorial LDA: Sparse Multi-Dimensional Text Models
2012,Scalable nonconvex inexact proximal splitting
2012,The Time-Marginalized Coalescent Prior for Hierarchical Clustering
2012,Discriminatively Trained Sparse Code Gradients for Contour Detection
2012,Joint Modeling of a Matrix with Associated Text via Latent Binary Features
2012,Proper losses for learning from partial labels
1991,Stationarity of Synaptic Coupling Strength Between Neurons with Nonstationary Discharge Properties
2012,Coupling Nonparametric Mixtures via Latent Dirichlet Processes
2012,Projection Retrieval for Classification
2012,Fusion with Diffusion for Robust Visual Tracking
2012,Co-Regularized Hashing for Multimodal Data
2012,Max-Margin Structured Output Regression for Spatio-Temporal Action Localization
2012,Dip-means: an incremental clustering method for estimating the number of clusters
2012,Wavelet based multi-scale shape features on arbitrary surfaces for cortical thickness discrimination
2012,Stochastic Gradient Descent with Only One Projection
2012,Ensemble weighted kernel estimators for multivariate entropy estimation
2012,Visual Recognition using Embedded Feature Selection for Curvature Self-Similarity
1987,A NEURAL NETWORK CLASSIFIER BASED ON CODING THEORY
1991,JANUS: Speech-to-Speech Translation Using Connectionist and Non-Connectionist Techniques
2012,On the Use of Non-Stationary Policies for Stationary Infinite-Horizon Markov Decision Processes
2012,Forging The Graphs: A Low Rank and Positive Semidefinite Graph Learning Approach
2012,Semi-Supervised Domain Adaptation with Non-Parametric Copulas
2012,Cost-Sensitive Exploration in Bayesian Reinforcement Learning
2012,How Prior Probability Influences Decision Making: A Unifying Probabilistic Model
2012,A Bayesian Approach for Policy Learning from Trajectory Preference Queries
2012,The Perturbed Variation
2012,Multi-task Vector Field Learning
2012,Hamming Distance Metric Learning
2012,Semiparametric Principal Component Analysis
1991,The VC-Dimension versus the Statistical Capacity of Multilayer Networks
2012,Smooth-projected Neighborhood Pursuit for High-dimensional Nonparanormal Graph Estimation
2012,Label Ranking with Partial Abstention based on Thresholded Probabilistic Models
2012,Action-Model Based Multi-agent Plan Recognition
2012,Neurally Plausible Reinforcement Learning of Working Memory Tasks
2012,Learning visual motion in recurrent neural networks
2012,Weighted Likelihood Policy Search with Model Selection
2012,Trajectory-Based Short-Sighted Probabilistic Planning
2012,Efficient high dimensional maximum entropy modeling via symmetric partition functions
2012,Parametric Local Metric Learning for Nearest Neighbor Classification
2012,MAP Inference in Chains using Column Generation
1991,Application of Neural Network Methodology to the Modelling of the Yield Strength in a Steel Rolling Plate Mill
2012,Active Learning of Multi-Index Function Models
2012,On Multilabel Classification and Ranking with Partial Feedback
2012,Transelliptical Graphical Models
2012,Calibrated Elastic Regularization in Matrix Completion
2012,ImageNet Classification with Deep Convolutional Neural Networks
2012,Learning from Distributions via Support Measure Machines
2012,Bayesian Nonparametric Modeling of Suicide Attempts
2012,Learning about Canonical Views from Internet Image Collections
2012,Transelliptical Component Analysis
2012,Collaborative Ranking With 17 Parameters
1991,Modeling Applications with the Focused Gamma Net
2012,Learning Invariant Representations of Molecules for Atomization Energy Prediction
2012,Angular Quantization-based Binary Codes for Fast Similarity Search
2012,Training sparse natural image models with a fast Gibbs sampler of an extended state space
2012,Learning with Partially Absorbing Random Walks
2012,Modelling Reciprocating Relationships with Hawkes Processes
2012,Mixability in Statistical Learning
2012,Spectral learning of linear dynamics from generalised-linear observations with application to neural population data
2012,Bayesian nonparametric models for bipartite graphs
2012,Cocktail Party Processing via Structured Prediction
2012,Slice sampling normalized kernel-weighted completely random measure mixture models
1991,Information Measure Based Skeletonisation
2012,Non-linear Metric Learning
2012,The representer theorem for Hilbert spaces: a necessary and sufficient condition
2012,Localizing 3D cuboids in single-view images
2012,Nonparametric Reduced Rank Regression
2012,A new metric on the manifold of kernel matrices with application to matrix geometric means
2012,Clustering by Nonnegative Matrix Factorization Using Graph Random Walk
2012,Isotropic Hashing
2012,Super-Bit Locality-Sensitive Hashing
2012,Learning Image Descriptors with the Boosting-Trick
2012,Learning with Target Prior
1991,A Weighted Probabilistic Neural Network
2012,A Marginalized Particle Gaussian Process Regression
2012,Learning Mixtures of Tree Graphical Models
2012,Link Prediction in Graphs with Autoregressive Features
2012,Small-Variance Asymptotics for Exponential Family Dirichlet Process Mixture Models
2012,Transferring Expectations in Model-based Reinforcement Learning
2012,Majorization for CRFs and Latent Likelihoods
2012,Probabilistic Event Cascades for Alzheimer's disease
2013,Scalable Influence Estimation in Continuous-Time Diffusion Networks
2013,Adaptive Anonymity via
2013,Exact and Stable Recovery of Pairwise Interaction Tensors
1991,A Computational Mechanism to Account for Averaged Modified Hand Trajectories
2013,Matrix factorization with binary components
2013,On the Complexity and Approximation of Binary Evidence in Lifted Inference
2013,Unsupervised Spectral Learning of Finite State Transducers
2013,On Decomposing the Proximal Map
2013,Non-Uniform Camera Shake Removal Using a Spatially-Adaptive Sparse Penalty
2013,Provable Subspace Clustering: When LRR meets SSC
2013,Matrix Completion From any Given Set of Observations
2013,Convex Two-Layer Modeling
2013,"Reconciling ""priors"" & ""priors"" without prejudice?"
2013,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model
1991,Simulation of Optimal Movements Using the Minimum-Muscle-Tension-Change Model
2013,Structured Learning via Logistic Regression
2013,Correlations strike back (again): the case of associative memory retrieval
2013,A memory frontier for complex synapses
2013,Bayesian entropy estimation for binary spike train data using parametric prior knowledge
2013,Inferring neural population dynamics from multiple partial recordings of the same neural circuit
2013,Noise-Enhanced Associative Memories
2013,Demixing odors - fast inference in olfaction
2013,Recurrent linear models of simultaneously-recorded neural   populations
2013,Understanding Dropout
2013,Annealing between distributions by averaging moments
1991,Bayesian Model Comparison and Backprop Nets
2013,A simple example of Dirichlet process mixture inconsistency for the number of components
2013,Approximate Bayesian Image Interpretation using Generative Probabilistic Graphics Programs
2013,Dropout Training as Adaptive Regularization
2013,Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex
2013,Restricting exchangeable nonparametric distributions
2013,Approximate inference in latent Gaussian-Markov models from continuous time observations
2013,Bayesian inference as iterated random functions with  applications to sequential inference in graphical models
2013,Optimizing Instructional Policies
2013,Linear decision rule as aspiration for simple decision heuristics
2013,Scoring Workers in Crowdsourcing: How Many Control Questions are Enough?
1991,"Estimating Average-Case Learning Curves Using Bayesian, Statistical Physics and VC Dimension Methods"
2013,Bayesian Inference and Online Experimental Design for Mapping Neural Microcircuits
2013,Sparse Overlapping Sets Lasso for Multitask Learning and its Application to fMRI Analysis
2013,Lasso Screening Rules via Dual Polytope Projection
2013,A Kernel Test for Three-Variable Interactions
2013,More Effective Distributed ML via a Stale Synchronous Parallel Parameter Server
2013,Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space
2013,Learning Kernels Using Local Rademacher Complexity
2013,Inverse Density as an Inverse Problem: the Fredholm Equation Approach
2013,Regression-tree Tuning in a Streaming Setting
2013,Graphical Models for Inference with Missing Data
1987,Connecting to the Past
1991,Networks for the Separation of Sources that are Superimposed and Delayed
2013,Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n)
2013,Message Passing Inference with Chemical Reaction Networks
2013,Information-theoretic lower bounds for distributed statistical estimation with communication constraints
2013,PAC-Bayes-Empirical-Bernstein Inequality
2013,Regularized M-estimators with nonconvexity: Statistical and algorithmic theory for local optima
2013,More data speeds up training time in learning halfspaces over sparse vectors
2013,Convex Calibrated Surrogates for Low-Rank Loss Matrices with Applications to Subset Ranking Losses
2013,"On the Relationship Between Binary Classification, Bipartite Ranking, and Binary Class Probability Estimation"
2013,From Bandits to Experts: A Tale of Domination and Independence
2013,Eluder Dimension and the Sample Complexity of Optimistic Exploration
1991,Single Neuron Model: Response to Weak Modulation in the Presence of Noise
2013,Adaptive Market Making via Online Learning
2013,Submodular Optimization with Submodular Cover and Submodular Knapsack Constraints
2013,How to Hedge an Option Against an Adversary: Black-Scholes Pricing is Minimax Optimal
2013,Small-Variance Asymptotics for Hidden Markov Models
2013,The Total Variation on Hypergraphs - Learning on Hypergraphs Revisited
2013,Using multiple samples to learn mixture models
2013,Approximate Inference in Continuous Determinantal Processes
2013,Actor-Critic Algorithms for Risk-Sensitive MDPs
2013,Learning from Limited Demonstrations
2013,Distributed Exploration in Multi-Armed Bandits
1991,Fast Learning with Predictive Forward Models
2013,Dimension-Free Exponentiated Gradient
2013,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures
2013,Robust Spatial Filtering with Beta Divergence
2013,BIG & QUIC: Sparse Inverse Covariance Estimation for a Million Variables
2013,Speeding up Permutation Testing in Neuroimaging
2013,Robust Multimodal Graph Matching: Sparse Coding Meets Graph Matching
2013,Deep Fisher Networks for Large-Scale Image Classification
2013,Sinkhorn Distances: Lightspeed Computation of Optimal Transport
2013,Understanding variable importances in forests of randomized trees
2013,Learning and using language via recursive pragmatic reasoning about other agents
1991,Some Approximation Properties of Projection Pursuit Learning Networks
2013,Model Selection for High-Dimensional Regression under the Generalized Irrepresentability Condition
2013,Confidence Intervals and Hypothesis Testing for High-Dimensional Statistical Models
2013,Compressive Feature Learning
2013,Pass-efficient unsupervised feature selection
2013,Better Approximation and Faster Algorithm Using the Proximal Average
2013,Polar Operators for Structured Sparse Estimation
2013,On the Linear Convergence of the Proximal Gradient Method for Trace Norm Regularization
2013,Accelerating Stochastic Gradient Descent using Predictive Variance Reduction
2013,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent
2013,"Estimation, Optimization, and Parallelism when Data is Sparse"
1991,Learning in Feedforward Networks with Nonsmooth Functions
2013,Linear Convergence with Condition Number Independent Access of Full Gradients
2013,Mixed Optimization for Smooth Functions
2013,Stochastic Convex Optimization with Multiple  Objectives
2013,Data-driven Distributionally Robust Polynomial Optimization
2013,Multiscale Dictionary Learning for Estimating Conditional Distributions
2013,On the Sample Complexity of Subspace Learning
2013,Least Informative Dimensions
2013,Blind Calibration in Compressed Sensing using Message Passing Algorithms
2013,Estimating LASSO Risk and Noise Level
2013,A Graphical Transformation for Belief Propagation: Maximum Weight Matchings and Odd-Sized Cycles
1991,Best-First Model Merging for Dynamic Learning and Recognition
2013,Sensor Selection in High-Dimensional Gaussian Trees with Nuisances
2013,?-Optimality for Active Learning on Gaussian Random Fields
2013,Bayesian optimization explains human active search
2013,Latent Structured Active Learning
2013,Low-Rank Matrix and Tensor Completion via Adaptive Sampling
2013,Adaptive Submodular Maximization in Bandit Setting
2013,Auditing: Active Learning with Outcome-Dependent Query Costs
2013,Buy-in-Bulk Active Learning
2013,Active Learning for Probabilistic Hypotheses Using the Maximum Gibbs Error Criterion
2013,Marginals-to-Models Reducibility
1991,Constrained Optimization Applied to the Parameter Setting Problem for Analog Circuits
2013,Learning Chordal Markov Networks by Constraint Satisfaction
2013,Bayesian Estimation of Latently-grouped Parameters in Undirected Graphical Models
2013,On Sampling from the Gibbs Distribution with Random Maximum A-Posteriori Perturbations
2013,EDML for Learning Parameters in Directed and Undirected Graphical Models
2013,Projecting Ising Model Parameters for Fast Mixing
2013,Embed and Project: Discrete Sampling with Universal Hashing
2013,Learning Stochastic Inverses
2013,Approximate Gaussian process inference for the drift function in stochastic differential equations
2013,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation
2013,Memoized Online Variational Inference for Dirichlet Process Mixture Models
2013,Regret based Robust Solutions for Uncertain Markov Decision Processes
2013,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration
2013,Efficient Exploration and Value Function Generalization in Deterministic Systems
2013,Aggregating Optimistic Planning Trees for Solving Markov Decision Processes
2013,Online learning in episodic Markovian decision processes by relative entropy policy search
2013,Online Learning in Markov Decision Processes with Adversarially Chosen Transition Probability Distributions
2013,Online Learning of Dynamic Parameters in Social Networks
2013,Modeling Overlapping Communities with Node Popularities
2013,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks
2013,Relevance Topic Model for Unstructured Social Group Activity Recognition
1991,Adaptive Soft Weight Tying using Gaussian Mixtures
2013,Streaming Variational Bayes
2013,Scalable Inference for Logistic-Normal Topic Models
2013,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity
2013,Minimax Theory for High-dimensional Gaussian Mixtures with Sparse Mean Separation
2013,Cluster Trees on Manifolds
2013,Convex Tensor Decomposition via Structured Schatten Norm Regularization
2013,Convex Relaxations for Permutation Problems
2013,Solving the multi-way matching problem by permutation synchronization
2013,Reflection methods for user-friendly submodular optimization
2013,Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions
1991,Visual Grammars and Their Neural Nets
2013,"An Approximate, Efficient LP Solver for LP Rounding"
2013,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream
2013,Bayesian inference for low rank spatiotemporal neural receptive fields
2013,Spectral methods for neural characterization using generalized quadratic models
2013,Optimal Neural Population Codes for High-dimensional Stimulus Variables
2013,Robust learning of low-dimensional dynamics from large neural ensembles
2013,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions
2013,Generalized Method-of-Moments for Rank Aggregation
2013,Generalized Random Utility Models with Multiple Types
2013,Speedup Matrix Completion with Side Information: Application to Multi-Label Learning
1987,Towards an Organizing Principle for a Layered Perceptual Network
1987,An Adaptive and Heterodyne Filtering Procedure for the Imaging of Moving Objects
1991,Segmentation Circuits Using Constrained Optimization
2013,Correlated random features for fast semi-supervised learning
2013,Manifold-based Similarity Adaptation for Label Propagation
2013,Supervised Sparse Analysis and Synthesis Operators
2013,"When in Doubt, SWAP: High-Dimensional Sparse Recovery from Correlated Measurements"
2013,Deep content-based music recommendation
2013,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms
2013,A Gang of Bandits
2013,Contrastive Learning Using Spectral Methods
2013,Fast Determinantal Point Process Sampling with Application to Clustering
2013,Computing the Stationary Distribution Locally
1991,Optical Implementation of a Self-Organizing Feature Extractor
2013,Learning Prices for Repeated Auctions with Strategic Buyers
2013,Efficient Algorithm for Privately Releasing Smooth Queries
2013,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings
2013,Local Privacy and Minimax Bounds: Sharp Rates for Probability Estimation
2013,A Stability-based Validation Procedure for Differentially Private Machine Learning
2013,Similarity Component Analysis
2013,A message-passing algorithm for multi-agent trajectory planning
2013,The Power of Asymmetry in Binary Hashing
2013,Learning to Prune in Metric and Non-Metric Spaces
2013,A Deep Architecture for Matching Short Texts
1991,Fault Diagnosis of Antenna Pointing Systems using Hybrid Neural Network and Signal Processing Models
2013,On the Representational Efficiency of Restricted Boltzmann Machines
2013,Distributed Representations of Words and Phrases and their Compositionality
2013,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs
2013,Generalized Denoising Auto-Encoders as Generative Models
2013,Multi-Prediction Deep Boltzmann Machines
2013,Predicting Parameters in Deep Learning
2013,Learning Stochastic Feedforward Neural Networks
2013,Zero-Shot Learning Through Cross-Modal Transfer
2013,Reasoning With Neural Tensor Networks for Knowledge Base Completion
2013,Discriminative Transfer Learning with Tree-based Priors
1991,Refining PID Controllers using Neural Networks
2013,Adaptive Multi-Column Deep Neural Networks with Application to Robust Image Denoising
2013,Top-Down Regularization of Deep Belief Networks
2013,Adaptive dropout for training deep neural networks
2013,Stochastic Optimization of PCA with Capped MSG
2013,Variance Reduction for Stochastic Gradient Optimization
2013,"Memory Limited, Streaming PCA"
2013,Near-Optimal Entrywise Sampling for Data Matrices
2013,Large Scale Distributed Sparse Precision Estimation
2013,Optimistic Concurrency Control for Distributed Unsupervised Learning
2013,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data
1991,Green's Function Method for Fast On-Line Learning Algorithm of Recurrent Neural Networks
2013,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors
2013,Phase Retrieval using Alternating Minimization
2013,Machine Teaching for Bayesian Learners in the Exponential Family
2013,Analyzing Hogwild Parallel Gaussian Gibbs Sampling
2013,Flexible sampling of discrete data correlations without the marginal distributions
2013,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions
2013,Wavelets on Graphs via Deep Learning
2013,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation
2013,Bayesian Hierarchical Community Discovery
2013,Nonparametric Multi-group Membership Model for Dynamic Networks
1991,Markov Random Fields Can Bridge Levels of Abstraction
2013,Universal models for binary spike patterns using centered Dirichlet processes
2013,A Determinantal Point Process Latent Variable Model for Inhibition in Neural Spiking Data
2013,Neural representation of action sequences: how far can a simple snippet-matching model take us?
2013,Firing rate predictions in optimal balanced networks
2013,Perfect Associative Learning with Spike-Timing-Dependent Plasticity
2013,Reciprocally Coupled Local Estimators Implement Bayesian Information Integration Distributively
2013,"Multisensory Encoding, Decoding, and Identification"
2013,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems
2013,Capacity of strong attractor patterns to model behavioural and cognitive prototypes
2013,Compete to Compute
1991,Principles of Risk Minimization for Learning Theory
2013,RNADE: The real-valued neural autoregressive density-estimator
2013,Real-Time Inference for a Gamma Process Model of Neural Spiking
2013,Transportability from Multiple Environments with Limited Experiments
2013,Causal Inference on Time Series using Restricted Structural Equation Models
2013,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests
2013,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition
2013,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions
2013,Variational Planning for Graph-based MDPs
2013,Integrated Non-Factorized Variational Inference
2013,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering
1991,Dynamically-Adaptive Winner-Take-All Networks
2013,Learning to Pass Expectation Propagation Messages
2013,Translating Embeddings for Modeling Multi-relational Data
2013,Efficient Online Inference for Bayesian Nonparametric Relational Models
2013,Learning with Noisy Labels
2013,Low-rank matrix reconstruction and clustering via approximate message passing
2013,Sign Cauchy Projections and Chi-Square Kernel
2013,Learning Multi-level Sparse Representations
2013,A New Convex Relaxation for Tensor Completion
2013,Latent Maximum Margin Clustering
2013,Statistical analysis of coupled time series with Kernel Cross-Spectral Density operators.
1991,A Topographic Product for the Optimization of Self-Organizing Feature Maps
2013,Robust Low Rank Kernel Embeddings of Multivariate Distributions
2013,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test"
2013,On Flat versus Hierarchical Classification in Large-Scale Taxonomies
2013,Robust Bloom Filters for Large MultiLabel Classification Tasks
2013,Gaussian Process Conditional Copulas with Applications to Financial Time Series
2013,Bayesian Inference and Learning in Gaussian Process State-Space Models with Particle MCMC
2013,Multi-Task Bayesian Optimization
2013,Efficient Optimization for Sparse Gaussian Process Regression
2013,Variational Inference for Mahalanobis Distance Metrics in Gaussian Process Regression
2013,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals
1991,Towards Faster Stochastic Gradient Search
2013,Spike train entropy-rate estimation using hierarchical Dirichlet process priors
2013,Designed Measurements for Vector Count Data
2013,Dirty Statistical Models
2013,Summary Statistics for Partitionings and Feature Allocations
2013,Dynamic Clustering via Asymptotics of the Dependent Dirichlet Process Mixture
2013,k-Prototype Learning for 3D Rigid Structures
2013,Distributed
2013,Multiclass Total Variation Clustering
2013,Learning Multiple Models via Regularized Weighting
2013,Regularized Spectral Clustering under the Degree-Corrected Stochastic Blockmodel
1987,REFLEXIVE ASSOCIATIVE MEMORIES
1991,Threshold Network Learning in the Presence of Equivalences
2013,Moment-based Uniform Deviation Bounds for
2013,Statistical Active Learning Algorithms
2013,Predictive PAC Learning and Process Decompositions
2013,Adaptivity to Local Smoothness and Dimension in Kernel Regression
2013,A Comparative Framework for Preconditioned Lasso Algorithms
2013,New Subsampling Algorithms for Fast Least Squares Regression
2013,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform
2013,Sequential Transfer in Multi-armed Bandit with Finite Set of Models
2013,Prior-free and prior-dependent regret bounds for Thompson Sampling
2013,Two-Target Algorithms  for Infinite-Armed   Bandits with Bernoulli Rewards
